fold,seed,run_id,run_name,run_state,topology,role,evaluation_step,distance_m,selection_mean_distance_m
node_8,3,CV-3WAY-FEATURES-node_8_seed_3_job_0005_22f5ed932b7e,CV-3WAY-FEATURES-node_8_seed_3_job_0005_22f5ed932b7e,finished,usevitch_210272254_p1,heldout,0,0.3354269115069911,0.24669990778191317
node_8,1,CV-3WAY-FEATURES-node_8_seed_1_job_0003_78d9c5ab1895,CV-3WAY-FEATURES-node_8_seed_1_job_0003_78d9c5ab1895,finished,usevitch_60243677150_p1,train,860160,0.7670763838277239,0.9488410326872055
node_8,2,CV-3WAY-FEATURES-node_8_seed_2_job_0004_500c6d99587b,CV-3WAY-FEATURES-node_8_seed_2_job_0004_500c6d99587b,finished,usevitch_60243677150_p1,train,860160,0.9941377217096476,0.9488410326872055
node_8,3,CV-3WAY-FEATURES-node_8_seed_3_job_0005_22f5ed932b7e,CV-3WAY-FEATURES-node_8_seed_3_job_0005_22f5ed932b7e,finished,usevitch_60243677150_p1,train,860160,1.085308992524245,0.9488410326872055
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,henneberg_n5_1tube_1,train,4520043,1.6544458269368705,6.260689311837556
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,henneberg_n5_1tube_1,train,4520043,8.216446281493475,6.260689311837556
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,henneberg_n5_1tube_1,train,4520043,8.911175827082323,6.260689311837556
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,henneberg_n6_1tube_2,train,4960197,2.853115950903974,2.2867469398171
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,henneberg_n6_1tube_2,train,4960197,2.1017810369991143,2.2867469398171
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,henneberg_n6_1tube_2,train,4960197,1.9053438315482107,2.2867469398171
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,henneberg_n6_2tube_1,train,4460022,1.4259955699990048,10.844175655502047
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,henneberg_n6_2tube_1,train,4460022,1.907678037026452,10.844175655502047
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,henneberg_n6_2tube_1,train,4460022,29.198853359480687,10.844175655502047
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,henneberg_n8_1tube_57,train,3961386,2.413488234869148,2.2833532125819964
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,henneberg_n8_1tube_57,train,3961386,2.266488445734581,2.2833532125819964
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,henneberg_n8_1tube_57,train,3961386,2.17008295714226,2.2833532125819964
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,henneberg_n8_2tube_187,train,4960197,3.270059270319815,2.5395092222549858
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,henneberg_n8_2tube_187,train,4960197,2.7340188860835,2.5395092222549858
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,henneberg_n8_2tube_187,train,4960197,1.614449510361642,2.5395092222549858
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,henneberg_n8_3tube_64,train,4740120,1.6713275198677462,2.039209940074208
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,henneberg_n8_3tube_64,train,4740120,2.8296278619063773,2.039209940074208
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,henneberg_n8_3tube_64,train,4740120,1.6166744384485003,2.039209940074208
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,octahedron,train,4460022,15.284004007238156,15.094501077666841
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,octahedron,train,4460022,14.128896482409122,15.094501077666841
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,octahedron,train,4460022,15.870602743353246,15.094501077666841
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,tetrahedron,train,4281498,10.588608872110168,3.816891159831011
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,tetrahedron,train,4281498,0.5174695187616256,3.816891159831011
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,tetrahedron,train,4281498,0.3445950886212404,3.816891159831011
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,usevitch_210272254_p1,train,4680099,2.091244397119948,3.044114487995241
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,usevitch_210272254_p1,train,4680099,3.5528906752127325,3.044114487995241
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,usevitch_210272254_p1,train,4680099,3.4882083916530418,3.044114487995241
node_9,1,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,CV-BASE-node_9_seed_1_job_0012_c0226ac85a3b,finished,usevitch_60243677150_p1,heldout,2240784,-0.0009271681824628,0.27395588593730014
node_9,2,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,CV-BASE-node_9_seed_2_job_0013_a891e21a51ba,finished,usevitch_60243677150_p1,heldout,2240784,0.3042863304502533,0.27395588593730014
node_9,3,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,CV-BASE-node_9_seed_3_job_0014_d790cdcd89da,finished,usevitch_60243677150_p1,heldout,2240784,0.5185084955441099,0.27395588593730014
